+----------------------------------+--------------+----------------------------------------------------------------------------------------------------------------+---------------------+---------------------+---------------------+-----------+
| token                            | weights_type | title                                                                                                          | created_at          | user_deleted_at     | mod_deleted_at      | use_count |
| weight_c5yerf9a799zmasgvgsb8d2ad | tt2          | Sage (Valorant, Latin American Spanish)                                                                        | 2022-06-23 20:22:09 | 2023-04-03 05:22:18 | NULL                |      7425 |
| weight_hxs7qxpzgdm2335j1wdh541cj | tt2          | Ed (Ed Edd n Eddy, Matt Hill)                                                                                  | 2021-09-25 17:39:39 | NULL                | NULL                |      7424 |
| weight_awjj4fcstvwsm1aj19vwcd5rb | tt2          | Zoey (Left 4 Dead) (Voiced by: Jen Taylor)                                                                     | 2021-12-31 04:08:45 | NULL                | NULL                |      7421 |
| weight_expe18jtfev4jwem7wyc910g8 | tt2          | Renato Cariani 2.0                                                                                             | 2022-04-05 17:13:00 | NULL                | NULL                |      7417 |
| weight_a6r704fpj0fg0cwe69xx1bh6w | tt2          | The Joker (Young, Mark Hamill)                                                                                 | 2023-06-01 12:57:25 | NULL                | NULL                |      7415 |
| weight_1b6xd3akr1xpb12tj3tw0prrm | tt2          | Klasky Csupo (Boing Voice)                                                                                     | 2022-06-10 13:53:19 | NULL                | NULL                |      7401 |
| weight_gz4z6qccj5v7mc1h5n52s34fb | tt2          | Adam Sandler                                                                                                   | 2023-12-18 17:23:11 | NULL                | NULL                |      7395 |
| weight_50gv83s2pawz2nvaeyes9c92c | tt2          | Uncle Ruckus                                                                                                   | 2023-06-07 05:07:02 | NULL                | NULL                |      7357 |
| weight_hect298085wsksre44ykq312t | tt2          | Walter White (Angry)                                                                                           | 2023-12-21 01:49:08 | NULL                | NULL                |      7356 |
| weight_msyqkr0c2p9hz8yg7h01qpjtz | tt2          | Skippy - Fase BETA                                                                                             | 2022-07-27 21:09:24 | NULL                | NULL                |      7339 |
| weight_ra7zs4s1cqv9zm00c9nj0q3q8 | tt2          | Musculitos, Mitch Sorrenstein. (Regular Show, Castillian Spanish.)                                             | 2022-03-22 19:22:46 | 2022-12-31 03:05:19 | NULL                |      7338 |
| weight_xh6719tbgbw1fwmx7mg2rn979 | tt2          | Will Smith (New)                                                                                               | 2023-08-04 13:20:28 | NULL                | NULL                |      7336 |
| weight_zgpemb980r5jasj010gf8he2s | tt2          | Christopher Lee                                                                                                | 2021-08-30 06:23:15 | NULL                | NULL                |      7326 |
| weight_yr079zvzh5gfrvzbjsmrc94a5 | tt2          | Light Yagami [LATAM Spanish - REMAKE]                                                                          | 2023-12-19 06:39:42 | NULL                | NULL                |      7321 |
| weight_p7fyybfqb2kv14vbk3fj7gq7z | tt2          | Apu Nahasapeemapetilon (The Simpsons)(Hank Azaria)                                                             | 2021-09-21 06:22:39 | NULL                | NULL                |      7320 |
| weight_489jxe8syxv8qjdd3f0b5cat5 | tt2          | Rouge the Bat (Kathleen Delaney)                                                                               | 2022-08-06 19:08:10 | NULL                | NULL                |      7306 |
| weight_acph249fzaaxsqa4ahggm6cf6 | tt2          | Max Goof (A Goofy Movie, Jason Marsden)                                                                        | 2021-10-10 04:02:18 | NULL                | NULL                |      7302 |
| weight_x7psjrecj7n9fbw6hzvyb9jhz | tt2          | Francis. (Left 4 Dead, Castillian Spanish.)                                                                    | 2022-06-27 17:29:18 | NULL                | NULL                |      7298 |
| weight_58ytyhy0pt1swt1s0qm1z6gpn | tt2          | Future Trunks (Modern)                                                                                         | 2021-11-30 23:02:13 | NULL                | 2023-02-10 20:47:06 |      7287 |
| weight_1p6q419mmfq1xcznfj6zwgv1n | tt2          | Jenny Nicholson                                                                                                | 2021-10-13 04:16:53 | NULL                | NULL                |      7278 |
| weight_0qg8thzcb2xq60s6xqrssz93x | tt2          | Scout (Team Fortress 2)                                                                                        | 2022-04-26 18:06:20 | 2023-09-09 21:50:18 | NULL                |      7261 |
| weight_zdenxzzftvvv9c6m059ev031z | tt2          | Silver the Hedgehog (Pete Capella)                                                                             | 2022-06-02 00:50:00 | NULL                | NULL                |      7257 |
| weight_gv89fpg0ff7p2vgzk2pnzcanx | tt2          | Triss Merigold (Witcher 3)                                                                                     | 2021-09-21 05:52:17 | NULL                | NULL                |      7252 |
| weight_6x65s1abgqqhd4vamkwsgmqx0 | tt2          | Mario (Super Show)                                                                                             | 2021-11-08 23:42:10 | NULL                | NULL                |      7239 |
| weight_8gv3cke9d6qbh0wbvv8x2adf6 | tt2          | 1st Prize                                                                                                      | 2022-04-02 23:19:33 | NULL                | NULL                |      7236 |
